EXT1	EXT2	EXT3	EXT4	EXT5	EXT6	EXT7	EXT8	EXT9	EXT10	EST1	EST2	EST3	EST4	EST5	EST6	EST7	EST8	EST9	EST10	AGR1	AGR2	AGR3	AGR4	AGR5	AGR6	AGR7	AGR8	AGR9	AGR10	CSN1	CSN2	CSN3	CSN4	CSN5	CSN6	CSN7	CSN8	CSN9	CSN10	OPN1	OPN2	OPN3	OPN4	OPN5	OPN6	OPN7	OPN8	OPN9	OPN10	EXT1_E	EXT2_E	EXT3_E	EXT4_E	EXT5_E	EXT6_E	EXT7_E	EXT8_E	EXT9_E	EXT10_E	EST1_E	EST2_E	EST3_E	EST4_E	EST5_E	EST6_E	EST7_E	EST8_E	EST9_E	EST10_E	AGR1_E	AGR2_E	AGR3_E	AGR4_E	AGR5_E	AGR6_E	AGR7_E	AGR8_E	AGR9_E	AGR10_E	CSN1_E	CSN2_E	CSN3_E	CSN4_E	CSN5_E	CSN6_E	CSN7_E	CSN8_E	CSN9_E	CSN10_E	OPN1_E	OPN2_E	OPN3_E	OPN4_E	OPN5_E	OPN6_E	OPN7_E	OPN8_E	OPN9_E	OPN10_E	dateload	screenw	screenh	introelapse	testelapse	endelapse	IPC	country	lat_appx_lots_of_err	long_appx_lots_of_err
2	4	2	4	4	3	4	5	2	5	5	2	5	1	5	4	5	4	4	4	1	5	3	5	1	3	2	3	3	2	4	2	4	2	4	3	4	2	3	5	5	1	3	1	4	2	5	5	5	4	19213	4939	3939	7518	9260	4390	10508	2449	3394	1382	2086	5608	2213	7649	5226	2705	2154	2694	1274	1377	7608	1886	9322	3990	6288	4536	3476	6549	4127	3298	2846	5574	3218	1313	4638	8305	1888	23276	7716	6208	1352	3459	857	1386	2957	10822	1120	1733	4041	2389	2018-10-27T08:45:08Z	1280	800	84	249	13	1	SE	59.3294	18.0686
5	1	5	1	5	1	5	1	5	1	4	5	4	2	4	4	2	3	2	2	1	5	2	4	1	0	1	4	4	5	4	4	4	4	3	2	4	2	5	4	5	5	5	1	5	5	5	5	5	5	6077	5485	5755	3495	1968	2961	2479	1800	11290	4408	2473	2468	4668	1932	2838	2204	3354	5749	2893	1686	2067	2079	1745	2267	3833	0	1077	1405	2602	1953	1517	12618	2117	1969	14619	14685	1618	1196	5849	2362	2428	4000	738	5133	7485	2136	2263	1247	5301	1419	2018-02-09T07:32:40Z	414	736	3	186	81628	1	US	40.7885	-84.0336
4	1	4	1	5	1	5	1	5	2	5	2	5	3	4	3	3	3	4	2	4	3	5	2	3	2	3	3	3	4	4	5	4	4	2	3	4	3	3	3	5	3	3	3	3	2	5	4	3	4	5297	9703	1920	3146	2039	2230	4137	2940	3149	2866	5611	11990	2944	2299	6612	2718	4038	2606	1972	1857	4552	3115	2360	4420	3429	2072	2613	2539	2034	4522	2644	5682	2311	2347	10560	3645	2729	2848	2632	3300	4190	3170	3333	2530	3752	2555	20104	3271	5389	2734	2017-03-20T08:56:58Z	360	640	11	203	10	1	US	38.0	-97.0
1	4	2	5	2	2	2	4	2	5	5	2	5	2	4	4	4	4	4	4	2	2	3	4	2	4	4	5	4	3	5	1	5	1	5	1	5	1	5	5	4	1	2	1	3	4	4	4	4	3	8452	1949	1717	8901	1784	1633	3582	1933	4449	7069	3368	2366	1481	1883	3282	1984	5902	3052	1702	2381	3149	2166	3750	2099	2450	2004	3117	3767	10385	3431	2045	1753	2921	1782	3418	2580	2151	7399	3850	2086	1749	2348	2151	3467	5967	4017	1066	1932	2432	1899	2018-03-01T06:10:27Z	375	667	7	163	8	2	US	38.0	-97.0
3	3	3	3	3	5	3	3	3	3	5	2	5	4	4	5	5	4	5	5	4	3	3	4	3	2	4	3	2	3	4	3	4	3	3	2	3	3	3	3	4	2	4	2	4	2	4	4	5	5	29278	5372	14522	4941	5607	10202	5727	5197	7653	4431	4251	6578	3541	6589	4213	6811	3671	3715	4142	1198	6107	4135	7496	4552	5078	3566	5991	10521	5599	3965	3468	9993	4145	4234	11824	10171	3721	4575	4926	10315	5879	5044	3191	5644	3030	5368	4467	4353	2855	4354	2016-12-03T01:43:03Z	320	568	67	312	22	3	MX	19.43	-99.13
3	1	5	3	1	1	3	1	1	5	3	3	5	5	5	3	3	3	5	5	5	5	1	5	1	5	1	5	5	3	3	1	5	3	3	5	5	1	3	3	3	5	1	1	3	1	3	3	3	5	9907	2767	5119	4271	2808	3008	3512	4431	6903	3401	4896	3464	3744	6648	9136	5673	2552	2560	4040	2831	3734	2535	3767	5624	6327	3688	3375	6721	2609	5328	5087	3672	2753	3416	4487	5485	2456	4487	2423	6792	4369	6376	4080	3167	4121	3672	3489	2873	4526	3184	2018-07-16T23:02:38Z	1366	768	12	218	28	1	PH	14.5501	121.036
4	2	4	2	4	3	4	3	3	4	5	2	5	2	5	4	4	5	4	4	1	0	4	5	2	5	1	4	5	4	4	2	4	4	2	4	5	4	4	4	4	4	2	3	2	0	3	4	3	3	3068	2889	1761	2952	1053	1760	3769	1688	1726	912	910	1186	990	1061	1397	1390	1194	1176	1248	1022	2307	0	1036	1234	1548	3981	1397	1822	1640	1680	1679	1781	1334	2558	1750	1420	1168	1720	1170	1082	1202	1908	1473	1639	1616	0	1562	1462	2504	1170	2016-05-24T17:24:05Z	1600	900	14	82	4	1	US	40.7354	-73.8783
3	2	4	2	4	2	5	2	4	2	4	1	5	2	3	5	3	2	4	5	5	4	4	5	2	4	2	5	4	4	4	1	3	3	3	3	4	4	5	3	3	4	3	4	4	3	3	3	5	3	6622	3201	2416	4033	2898	2117	3850	23018	5519	3165	2266	6618	2217	2667	5350	683	2584	4701	2585	7164	2632	2333	6303	3833	5067	2365	3934	2333	3899	3268	2417	4517	5930	3750	7601	4768	2118	2732	10951	4435	2266	5035	3951	3786	1718	4400	4317	4449	2950	3718	2016-10-05T07:03:11Z	375	667	39	218	22	3	GB	50.1483	-5.0761
3	3	4	3	3	3	2	4	4	4	4	3	4	2	3	2	3	1	2	2	4	4	3	4	4	4	2	4	4	4	3	4	3	4	2	4	3	3	2	3	1	2	5	1	3	1	3	1	4	4	1949	5470	4237	6017	2735	1677	3881	3853	12794	1670	65770	2456	1316	2669	3335	4023	1734	6784	2361	2351	8433	4290	3051	2557	1336	2701	3565	3003	33423	6133	3019	3622	2582	4207	38569	2532	2605	5397	2398	4713	3092	4329	2303	5100	2923	4127	7901	2007	5057	2765	2017-01-06T08:21:05Z	414	736	2	315	11	1	US	29.8833	-97.9414
2	3	3	4	4	1	2	2	4	5	2	5	1	2	1	1	3	1	2	4	2	4	2	3	2	2	2	4	3	4	4	3	4	2	3	4	4	4	2	4	5	2	5	1	5	5	4	4	5	4	50296	6041	4104	3200	7799	3601	7164	8788	1601	3753	6086	6548	8074	7799	6367	6166	14385	6776	3031	2308	7665	97728	6955	5687	3625	4023	9819	8815	6553	4665	5335	20969	18719	3532	2691083	4626	809	13415	13385	17302	2299	1048	1889	4768	4068	3412	2917	12188	3895	2003	2018-04-18T08:17:34Z	360	668	11369	3148	9	1	AT	48.2	16.3667
1	4	1	5	3	5	1	5	1	5	5	3	3	1	5	5	5	5	5	5	5	1	2	1	5	1	5	2	1	3	1	1	1	5	5	3	4	1	5	4	3	1	1	1	1	3	5	3	5	3	5733	4233	6271	5670	4406	2018	3692	2835	4084	2579	3594	8647	18248	3146	3099	5832	3496	2752	1620	4620	4776	5457	5068	2101	5026	3315	3435	7452	20267	2743	5948	4213	4364	2906	4335	6117	5444	2978	2154	9779	3964	5887	4823	3726	2924	5546	3812	4302	2152	12632	2017-11-12T14:39:54Z	1920	1080	12	256	9	1	US	38.0	-97.0
4	1	4	3	5	1	5	3	3	4	4	3	3	1	1	2	4	2	2	1	2	5	1	5	2	5	2	4	4	5	5	1	5	1	5	2	5	1	5	5	4	2	4	2	3	1	4	3	5	3	6057	4120	4696	2808	4568	2544	2224	6463	2585	2631	4385	5687	3536	2032	4376	5120	7894	4312	3152	1248	6239	2272	896	2816	3888	1640	4240	8200	4207	1224	727	4848	1272	2528	3463	6855	1913	2264	752	1024	5423	18711	16103	6935	4328	3016	3408	975	7768	3504	2017-11-08T07:45:44Z	1438	808	2	214	5	2	ZA	-25.3167	31.0167
3	2	4	3	3	2	2	3	1	4	4	3	2	1	3	2	3	2	3	1	4	3	1	0	3	3	2	4	4	4	4	1	5	1	4	1	4	3	3	4	3	3	4	1	4	2	3	3	3	3	3038	3457	2244	4803	2029	2545	4185	3736	4912	2927	4081	1985	1841	2042	6015	1896	1211	6299	1693	1458	3429	3278	2804	0	4556	1852	2053	2794	2548	3423	2088	3498	2321	4687	2568	3061	1873	842	1872	1661	1513	2345	2400	1651	1683	2369	2199	1840	1817	1021	2018-04-20T13:00:32Z	1366	768	15	134	11	1	US	34.1281	-118.2893
3	4	4	4	4	2	3	4	2	3	2	5	3	5	1	1	1	1	1	1	1	5	1	4	1	3	2	4	3	3	4	1	4	1	5	2	4	2	4	3	4	1	5	1	4	1	4	3	5	4	59791	3553	5758	7027	2486	5906	2919	3559	4430	3109	6393	9442	5644	2342	3577	7613	4616	2089	2801	3902	4426	2955	2386	6954	2972	2559	4926	6596	5689	3513	828	937	1584	991	3451	938	7539	7048	2140	2313	5779	815	4193	3379	4060	5233	1587	4398	1709	1419	2018-07-31T01:38:51Z	412	732	8	254	8	2	AU	-34.9269	138.6
4	1	5	2	4	2	4	3	4	3	1	5	2	5	2	2	2	1	2	1	1	5	2	4	2	4	1	5	3	4	3	2	3	2	2	2	4	1	3	4	4	2	3	2	4	2	4	3	4	5	18830	4929	4733	3564	3967	4600	4665	3654	3772	4400	2648	4284	6429	5564	10015	3770	3365	2731	5087	4819	9502	3536	3265	4332	3902	3488	3751	6380	7383	2948	18833	6718	4185	5537	5869	4063	3617	3234	3497	6100	4652	5150	4338	3748	3547	5098	3418	3550	6896	2998	2016-08-16T18:58:14Z	320	568	12	261	19	1	US	39.7379	-104.985
5	1	5	1	5	1	5	1	5	1	2	4	2	1	2	1	1	1	5	1	2	5	5	4	3	4	2	3	4	5	4	1	4	1	4	1	5	2	4	5	5	2	4	2	5	1	4	5	1	5	3656	1305	1739	9414	903	1204	2189	2729	1419	3260	2462	6240	4286	2309	2476	1119	3511	10402	2260	1825	5703	4148	9851	7210	3192	3714	1724	3630	3714	1609	4614	4633	8231	3392	3112	4366	1054	21241	6070	8647	3259	3611	2110	3431	1304	1909	2635	1874	2574	4413	2016-11-16T06:32:27Z	1366	768	102	215	11	46	GB	51.5	-0.13
3	2	5	2	3	1	2	2	5	3	2	3	4	3	2	2	1	1	2	3	1	5	1	4	1	4	1	5	5	3	3	3	4	1	1	4	3	1	1	3	5	3	5	3	5	1	5	3	5	5	3148	4705	3256	6472	9872	2272	4855	3201	3488	3424	9784	3095	3015	4024	5080	3834	4496	3944	3256	2792	4256	3032	2488	3024	2928	2304	2088	3031	3072	4274	3376	2760	4072	3432	2888	6439	2384	3288	2368	3072	3719	8985	2842	5080	3000	4360	2080	3984	3624	2952	2016-11-15T16:45:40Z	1920	1080	66	195	12	5	AU	-28.7221	153.2565
4	1	4	4	4	1	4	5	5	2	4	4	4	2	4	4	4	4	4	2	2	5	4	2	2	2	2	2	5	4	2	2	5	4	3	2	4	4	3	4	5	1	5	1	4	1	5	5	4	5	13912	2423	2551	2484	1748	2125	2984	1949	2383	2260	3594	748	3238	4735	4683	2931	3190	2248	1595	1545	4510	2096	4352	3952	5382	4028	2121	3736	1601	2239	3458	13861	1881	10072	2309	4669	2548	2785	1820	4417	3024	3388	2502	3919	2554	2384	1916	3156	2623	2362	2017-02-08T15:43:52Z	375	667	7	174	6	1	CA	43.6667	-79.4167
3	4	3	5	2	4	1	5	1	5	2	5	1	1	3	2	1	1	1	2	3	3	1	3	3	5	3	0	4	5	4	2	5	1	1	1	2	2	1	3	2	1	4	1	4	1	3	1	3	3	12593	14008	7816	3656	5865	4608	4800	3631	7175	3872	3856	5448	1992	23728	6527	1792	2192	3336	3048	3848	11455	6295	2863	5944	7775	1432	14193	0	5624	3696	4144	5240	3144	3175	3448	6464	2414	23552	2320	6127	8919	7080	4056	5271	5144	15631	5736	2336	3736	1576	2017-02-16T23:29:23Z	1536	960	26	304	20	1	DE	49.5	10.8
4	2	3	2	4	3	4	2	5	4	5	2	5	2	3	4	4	4	3	4	2	3	2	4	3	4	3	3	4	4	5	4	3	3	2	3	5	3	4	3	4	2	3	3	4	2	3	3	5	3	14272	2701	3389	4613	4796	4564	6911	3704	9635	3177	2034	4967	2589	2894	3136	2793	6831	4017	3218	6781	6069	4167	2792	2832	2819	2823	3016	5140	3289	4980	3732	3187	2591	2155	5372	3339	2357	3408	2450	3309	4204	5806	3208	3349	1578	5029	2681	4584	3695	1861	2016-03-30T21:40:06Z	1366	768	16	210	12	1	US	20.8588	-156.1405
4	1	4	2	5	2	5	2	4	2	3	2	4	1	3	3	4	5	4	4	1	5	3	5	2	4	1	4	5	5	2	4	4	2	2	3	2	3	2	5	4	1	5	1	4	1	4	4	5	5	3282	2025	2031	4015	1712	2055	5134	2063	7121	2439	4728	2014	1652	6340	3148	1673	2976	3874	2312	1276	3321	4366	3943	2392	3323	1621	1724	2991	4346	3517	5267	844	1416	1911	4468	6281	1149	9531	1465	2162	1911	2423	1753	3429	868	2614	5925	3197	1809	1142	2016-12-08T14:11:27Z	1280	800	12	154	15	1	US	38.8933	-77.0146
1	3	3	3	1	4	2	1	5	4	5	4	5	3	5	1	5	5	4	3	3	3	4	4	4	4	3	4	4	3	2	4	3	2	4	2	4	3	2	3	3	4	5	4	3	1	5	2	2	4	28166	2133	3696	11220	2216	4918	6100	2800	2567	1634	2085	2133	5552	3088	1662	2424	1598	1579	3031	2968	3348	3167	2686	1446	2369	2013	3468	2484	1550	3651	3102	4334	2232	4414	5633	4470	1732	15882	2368	2530	1797	3636	2132	4149	2367	3357	2769	4235	4852	1635	2018-03-26T23:34:36Z	1366	768	5	197	14	1	PK	33.69	73.0551
1	5	2	5	1	1	1	5	1	5	5	5	5	3	4	5	5	4	3	5	4	3	3	3	4	5	4	3	1	5	3	2	4	5	5	1	5	1	4	5	2	3	3	2	4	1	5	3	4	5	2841	3546	4330	3212	22182	3647	2505	2918	2932	2709	2492	4730	2017	5577	4012	4871	3013	6791	4104	2117	2460	2721	2301	3375	4833	2603	5471	4790	5722	3089	2220	5364	39552	3252	2802	4116	2867	15955	2361	5502	3298	2730	2069	4654	2012	6007	6835	2908	7220	2050	2018-07-31T19:32:05Z	1536	864	4	254	13	1	US	34.1613	-118.0895
3	2	5	1	4	2	3	3	4	3	5	2	5	1	3	4	4	2	4	1	5	5	1	4	1	5	2	5	2	5	1	2	5	1	2	5	2	2	1	3	2	4	3	5	3	3	3	1	2	3	5912	3666	4311	2804	2309	2576	7112	3461	7287	2434	2436	4185	1618	1057	3179	2180	3405	2285	2300	4792	1205	4164	2854	2730	3422	1704	2536	2281	2778	2994	8231	5221	3252	2965	2470	6441	2411	6003	2116	2678	2132	4353	2555	12092	2893	2605	2477	3220	2964	1001	2016-10-26T09:55:50Z	1366	768	5	175	46	1	US	36.0526	-95.7908
5	1	5	1	5	1	5	5	5	1	2	5	5	3	5	3	4	2	4	2	1	5	1	5	1	5	1	5	5	5	3	5	3	1	1	5	1	5	1	4	2	3	5	1	5	1	5	1	5	5	36701	9426	15145	7550	4467	4407	4980	22502	4940	4339	14397	6463	18678	3968	4068	21500	11341	14569	15644	8082	9132	4065	4054	3599	4461	3407	24772	8538	4264	4527	14569	4563	14414	25884	5553	14277	29408	5861	3667	15456	5971	37483	27857	6852	7864	5783	6940	5611	3841	4128	2018-06-14T21:15:12Z	1366	768	140	553	34	2	US	38.0	-97.0
3	4	4	3	3	1	2	4	4	4	4	3	5	0	4	4	3	3	5	3	2	5	1	5	2	4	2	4	4	3	4	3	5	2	2	1	3	3	5	4	4	1	5	3	5	1	5	4	5	5	7295	5710	2365	2402	3514	943	737	14011	3830	3087	3330	3365	2678	0	4041	4767	3571	6723	2219	3384	1054	2497	2082	2442	11325	4759	3019	3514	2595	2731	5286	3650	2042	4443	6371	4203	3461	4681	2825	3480	2283	3701	1612	2761	5194	13173	5678	2333	4694	2001	2016-06-10T08:37:43Z	360	640	3	199	12	1	FR	48.86	2.35
1	1	1	5	5	4	5	2	2	5	1	5	1	5	1	1	4	1	2	1	5	5	1	5	4	5	1	5	5	2	5	5	5	5	5	1	5	1	1	5	5	5	2	2	5	1	4	2	5	5	3957	6485	3773	1446	1776	4050	4387	8037	4133	582	3771	2499	2525	3060	2319	10056	4371	1331	4384	1160	1738	5786	2023	4224	2733	4573	9197	8958	1860	5736	1927	2552	2147	2232	4586	8574	1754	2994	2426	7569	1917	5769	6189	5649	1457	3143	5404	6166	6198	1365	2016-12-06T22:09:00Z	1366	768	7	195	3	45	IN	28.6	77.2
4	2	5	2	4	2	5	5	4	3	5	3	3	3	3	3	2	2	2	2	5	5	1	5	1	5	1	5	4	4	5	1	5	2	5	1	5	3	5	5	3	4	2	2	4	4	3	3	5	4	5709	5923	3590	3698	2658	2431	4254	4026	3692	2026	2030	2087	1890	2440	2666	2094	3749	3115	2072	1601	10064	2271	1978	6554	1956	3283	1712	2493	3359	3133	1572	8503	4602	2858	4078	3451	2229	7915	1363	5005	3200	6224	2246	2180	1870	2231	2604	2591	3778	1543	2018-02-06T09:05:05Z	1366	768	7	169	8	44	US	39.3995	-84.5613
1	5	1	5	2	1	1	5	4	5	5	2	4	2	4	4	3	1	2	4	1	3	1	4	2	4	3	3	4	1	5	5	4	2	4	4	3	1	2	4	5	1	3	1	4	3	4	4	4	4	4914	1883	2186	3055	2172	2627	3989	2309	3993	2171	1602	3083	3573	1668	3789	1907	2711	2730	4319	1515	2346	2171	2172	6884	4685	1744	2199	4598	2313	2287	3297	2083	2816	3219	5102	5695	2185	2839	1817	2967	2095	2448	2842	1882	2498	1377	3654	4341	2046	1591	2017-12-24T17:11:56Z	1366	768	10	146	10	1	RU	55.7522	37.6156
3	1	5	1	5	1	4	1	5	1	3	3	4	3	5	5	5	5	4	4	5	5	5	3	5	2	4	2	2	2	2	4	2	2	4	1	5	3	3	3	2	4	3	3	2	3	2	2	4	3	13895	2255	25002	3859	1752	3038	5245	6836	2376	3465	13630	3159	2225	2086	6503	2195	1724	4274	2709	3969	3219	2123	2060	22481	3092	3023	4343	4445	2974	3652	5140	3629	1871	13190	1926	4238	1661	5741	29325	6796	2943	5661	2574	3108	3808	2866	6078	2658	21963	3617	2018-04-17T03:24:37Z	375	812	590	294	4	39	EG	30.8358	30.6421
4	2	4	3	5	2	3	2	4	2	5	2	5	2	4	4	4	4	5	3	1	5	3	5	1	5	1	4	5	5	5	4	4	4	5	1	5	1	5	5	3	4	3	4	4	3	3	3	4	3	24143	2049	2945	4869	1609	1239	3733	1731	2048	1540	1540	1110	4963	1266	1867	1031	898	2539	1148	2225	3525	3490	2465	2410	6328	2954	3886	2996	1756	7975	2217	4462	2417	1282	1448	3161	2199	11804	1118	501	3077	3612	1555	2877	2613	3018	1925	1547	3529	1299	2017-04-11T13:59:31Z	1440	900	17	159	11	2	US	42.0586	-87.6845
5	1	5	2	5	1	5	2	5	2	4	3	5	2	1	4	5	5	4	4	1	5	2	5	1	5	1	5	5	3	1	5	4	5	1	1	2	5	2	3	5	1	5	1	5	5	5	5	2	5	6300	3561	2706	2239	1313	1736	4787	1042	2444	5716	7045	3177	7007	2589	4170	4097	4144	1691	1416	1863	3742	3039	2597	1820	3356	1714	2754	2586	1238	3827	2100	2689	969	5648	2567	3874	2071	2378	2114	2754	4178	4076	2213	4472	3992	2339	5154	2592	5447	4992	2016-06-30T21:55:16Z	360	640	4	164	18	1	US	38.0	-97.0
3	1	4	2	4	2	4	3	3	2	3	4	3	3	2	1	2	2	2	2	4	4	3	4	2	3	2	4	4	3	3	4	4	3	2	3	3	3	4	3	3	2	3	2	3	2	4	3	4	3	4502	1275	1947	1947	1491	3594	5034	5831	3182	1651	3150	4737	1908	1804	2540	4665	1916	2621	2005	922	2565	5233	5001	3519	2389	2476	2653	6613	5651	3078	1772	1963	2428	4315	2452	2061	2163	1651	1707	3110	6155	5050	2332	2364	1571	2948	4121	1836	4211	1346	2016-04-21T11:17:59Z	1440	900	11	152	9	19	US	40.2962	-74.051
3	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15790	3595	0	0	0	0	0	0	0	0	4572	0	0	0	0	0	0	0	0	0	3238	0	0	0	0	0	0	0	0	0	3112	0	0	0	0	0	0	0	0	0	3642	0	0	0	0	0	0	0	0	0	2016-04-25T07:35:47Z	1152	720	63	50	15	1	US	42.9732	-76.2258
2	2	4	4	4	2	3	1	4	4	3	3	4	5	2	1	3	2	2	2	4	5	1	4	2	5	1	4	5	4	3	2	5	3	2	5	2	4	4	4	4	2	5	2	5	1	4	3	3	5	1760292	3101	4654	26056	29169	11661	6142	5480	12064	5033	7162	13933	3877	10005	10366	4560	2582	6008	19246	5210	49713	3584	39935	30818	5657	6199	4664	52432	2809	872	16712	306238	3938	159615	618339	9915	28804	91382	3415	146290	3380	11696	3244118	129796	8710	4975	2719	6865	59618	5530	2018-07-25T02:24:43Z	601	962	38	7015	20	1	NL	52.374	4.8897
1	5	4	1	1	5	1	1	5	5	4	3	5	1	1	3	5	5	1	3	1	5	5	5	1	5	1	5	5	5	3	1	5	5	3	1	5	1	3	5	5	1	5	1	1	1	3	5	5	3	4022	3270	13834	2186	970	1668	5840	2704	4040	2254	4070	2574	1668	3596	4508	2152	3522	2142	3300	1520	3424	1734	2528	4278	3290	2550	4878	11188	2394	4996	3820	3100	2070	2952	4330	4440	1794	2306	3358	5596	2654	4604	2106	4878	1742	3714	3144	1786	2112	1986	2018-05-14T21:32:49Z	1920	1080	3	176	14	1	GB	51.5	-0.13
5	1	3	5	3	5	3	3	5	5	5	1	5	3	5	5	5	5	5	3	3	5	1	5	5	5	5	1	5	5	1	1	5	1	3	5	5	1	3	3	3	3	5	3	3	1	3	1	5	3	3023	4261	4397	3186	2848	2723	4869	5345	4337	2446	3798	5301	2377	2155	6696	2775	2329	4829	2743	4223	11360	3491	2693	3149	7065	2078	3699	15924	3812	4025	3462	62725	3531	3482	3774	3572	4459	529	3888	4740	7645	5051	10661	6035	5782	3387	3293	3358	3207	2193	2016-07-10T21:42:13Z	1440	900	3	279	16	9	PH	14.5833	120.9667
1	5	3	5	2	5	1	5	3	5	2	4	2	4	2	2	1	1	2	2	2	4	1	4	2	4	2	3	2	2	3	4	2	4	2	2	4	4	2	2	3	4	3	4	2	2	3	1	2	2	22455	7594	4443	4081	9615	4582	7142	4784	3049	5070	8508	5674	5381	1097	4344	3575	4875	1901	3265	2160	5929	4245	5241	3877	6178	6592	4332	9574	5140	2211	82286	6581	4473	3783	20731	2992	4932	9667	3252	3652	3946	5652	189137	38930	3648	4161	3553	4847	1002	3921	2016-11-03T20:36:44Z	360	640	64	578	18	1	AU	-24.8662	152.3479
4	2	4	3	2	4	2	3	5	5	2	3	4	3	4	2	3	2	4	2	3	5	1	4	3	5	2	3	5	5	5	1	5	1	5	1	4	1	5	5	3	2	4	2	5	1	5	3	4	5	13097	6737	11289	4432	3217	3747	6320	5701	6126	13112	59423	6896	1998	17061	17355	2197	6516	32485	23717	3308	3930	5320	12240	22444	4258	4709	4534	22556	2987	13473	12563	3649	4422	2545	177497	7344	3657	10190	2239	961	22929	9655	9132	17644	4351	4592	3299	21600	4452	117582	2018-09-09T09:19:38Z	1440	900	44	785	23	1	US	39.6837	-75.7497
1	5	3	3	2	4	3	3	3	4	4	3	3	3	3	4	4	4	4	4	1	4	2	3	2	5	4	4	5	4	3	1	4	3	5	3	4	2	4	3	3	3	3	2	3	4	3	2	4	3	21509	868	585	817	8949	666	816	566	9519	551	783	7651	565	697	551	6684	735	755	735	5867	599	833	800	9318	551	1885	567	6966	1101	647	735	684	5885	760	947	550	6800	1052	900	767	5416	648	683	702	7584	1050	1733	678	6016	784	2017-12-02T02:39:34Z	1440	900	3	139	6	43	PH	10.8742	125.0025
3	2	3	3	5	2	1	5	3	1	1	3	5	5	3	1	5	5	1	5	5	4	2	3	1	5	1	5	5	1	4	2	5	5	3	1	5	3	5	5	2	4	5	1	4	1	5	3	3	5	5860	3039	2961	3994	2656	2920	3578	2259	8323	8286	6706	2812	2290	2523	4663	5000	1787	2900	6047	1274	7104	4259	2284	4893	12101	2537	2746	2177	3453	3128	7697	2929	3183	3613	3436	7575	2573	2640	2351	3218	2953	4481	3320	4197	2076	8555	1713	2196	3073	1850	2016-06-30T18:57:06Z	1366	768	47	200	22	1	PH	14.5833	120.9667
4	2	3	3	3	2	3	3	3	3	2	4	4	2	3	2	2	2	3	3	1	3	2	5	1	3	2	4	5	4	3	3	4	3	3	1	3	2	4	4	4	2	3	3	4	2	3	4	3	3	3891	2280	8456	787	16268	2211	-15259	7706	959	6883	3223	7951	5751	3029	6026	4715	4830	10053	4678	1019	8748	4711	2204	2642	11326	3153	2728	1869	8953	1365	4349	3313	4614	732	2910	7897	1895	7930	1541	6506	6236	3736	13836	5524	2187	7835	4130	5675	9910	1420	2018-09-03T11:50:30Z	1280	800	454	263	8	1	DE	51.0	9.0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2017-06-27T11:22:21Z	1366	768	3	18	12	1	IN	20.0	77.0
2	3	3	5	3	2	1	5	2	5	5	3	5	2	2	4	3	2	4	2	1	4	1	5	1	5	1	4	5	4	4	4	5	3	3	1	5	2	5	3	3	2	4	2	4	2	4	3	5	4	9272	2672	7044	2057	887	5715	2960	1761	2470	1563	1657	5355	4553	2243	3238	4104	4434	1896	2632	2036	897	2488	1897	1644	5746	1591	2510	2252	2370	2316	4107	862	1939	3076	5456	3345	1756	4213	1780	2515	2326	870	1815	2651	2131	2356	1663	3285	3805	2501	2018-11-07T15:57:11Z	360	640	20	146	7	4	US	37.2153	-93.2982
5	1	3	1	5	5	5	5	5	5	5	1	5	2	5	5	5	5	5	5	5	5	1	5	3	5	1	5	5	5	1	5	1	5	1	5	1	3	3	1	1	5	5	1	5	1	1	1	5	5	10336	2463	4750	3941	4951	2968	4513	4161	3319	8719	2335	4648	1926	6874	3335	2658	5308	2476	6870	2589	7181	3540	6598	5261	8074	2536	4393	7607	2283	4175	2796	3500	3252	3082	9207	4227	2516	28717	3167	5704	5418	5168	4601	8019	7178	3469	4823	2099	3749	2097	2016-05-12T06:02:18Z	414	736	10	254	20	32	US	40.8265	-74.1068
4	2	4	2	4	2	4	4	4	2	2	4	4	3	3	2	2	0	3	2	1	4	3	4	2	4	2	4	4	4	4	4	4	3	2	3	4	3	3	4	0	2	0	2	4	2	4	4	3	3	4404	6053	3222	3758	3358	1880	2431	2950	1911	4765	2238	2415	1159	2479	2846	3078	1839	0	1759	1839	3722	2974	1135	2670	2191	1678	2686	2591	1279	1807	3039	2174	1440	1703	2494	3382	1815	3190	1791	2886	0	3302	0	2942	2143	2982	3134	4869	1847	2127	2016-05-24T09:30:41Z	1440	900	3	125	12	1	US	32.7766	-79.9309
